Title,Developer/Provider,Category,URL,Embed URL (in-app),Description
Juice Bottle - Fast Jumps,GamePix,hyper-casual,https://play.gamepix.com/juice-bottle-fast-jumps/,https://play.gamepix.com/juice-bottle-fast-jumps/embed?sid=U274U,"In Juice Bottle - Fast Jumps, leap between platforms as a nimble bottle, dodging tricky obstacles. With simple tap controls, each level brings increasing challenges, requiring precise timing and strategy. Compete globally and rise through thrilling, fast-paced gameplay that keeps adrenaline and excitement at peak levels."
Snack Ball,GamePix,hyper-casual,https://play.gamepix.com/snack-ball/,https://play.gamepix.com/snack-ball/embed?sid=U274U,"Dive into the soothing world of Snack Ball, where the simple joy of connecting colorful spheres promises endless entertainment. Engage in intuitive one-touch gameplay, plan strategic moves, and enjoy delightful cascades, all while honing your reflexes for addictive, stress-free fun. Perfect for quick, satisfying play sessions."
Magic 2048,GamePix,2048,https://play.gamepix.com/magic-2048/,https://play.gamepix.com/magic-2048/embed?sid=U274U,"Dive into the magical challenge of Magic 2048, where cascading numbers await your strategic prowess. Merge identical blocks to double their value, aiming to reach the mystical number 2048. With no time limits, this captivating puzzle invites players of all ages to develop their skills and enjoy endless enjoyment."
ZikZak,GamePix,puzzle,https://play.gamepix.com/zikzak/,https://play.gamepix.com/zikzak/embed?sid=U274U,"Navigate the thrilling zigzag maze of ZikZak, where each precise tap changes direction, testing your reflexes and focus. As speed increases, relish the vibrant visuals and addictive gameplay that challenge you to master the rhythm, avoid sudden movements, and achieve new high scores. Can you keep up?"
Stickhero Party 4 Player,GamePix,two-player,https://play.gamepix.com/stickhero-party-4-player/,https://play.gamepix.com/stickhero-party-4-player/embed?sid=U274U,"Navigate a hazard-filled city with friends in Stickhero Party 4 Player, a thrilling cooperative challenge. Tackle 15 intricate levels, ensuring all stickman heroes reach the finish. Coordination and teamwork are crucial—every leap counts! Survive together or not at all in this engaging, social gaming adventure."
Squid Game 2 Sprunki Shooter,GamePix,shooter,https://play.gamepix.com/squid-game-2-sprunki-shooter/,https://play.gamepix.com/squid-game-2-sprunki-shooter/embed?sid=U274U,"Enter a vibrant battleground as a cunning Sprunki, where survival depends on your timing and stealth. Maneuver carefully, freezing when danger lurks, then advance as silence falls. Listen for the vital cues, outsmart the sniper, and master each thrilling challenge in this suspenseful test of agility and wit."
Battle Space,GamePix,arcade,https://play.gamepix.com/battle-space/,https://play.gamepix.com/battle-space/embed?sid=U274U,"Embark on a thrilling space odyssey in Battle Space, where strategic maneuvering and intense arcade action collide. Pilot your spaceship through treacherous galaxies, outsmart enemies, and dodge obstacles. With sleek controls and dynamic challenges, every encounter promises a gripping adventure beyond the stars."
Winter Vacation,GamePix,match-3,https://play.gamepix.com/winter-vacation/,https://play.gamepix.com/winter-vacation/embed?sid=U274U,"Embark on a festive puzzle adventure in Winter Vacation! Match holiday-themed items amidst a picturesque winter setting. Unleash strategic combos for powerful bonuses, enjoy vibrant graphics, and immerse yourself in a cheerful soundtrack. Test your skills with each captivating level filled with charming challenges and delightful surprises."
Diamond Compiler,GamePix,adventure,https://play.gamepix.com/diamond-compiler/,https://play.gamepix.com/diamond-compiler/embed?sid=U274U,"Immerse yourself in the radiant adventure of Diamond Compiler, where collecting precious gems sharpens your reflexes and strategic thinking. Navigate through progressively challenging levels, balancing speed and precision to achieve victory in this visually captivating, mentally invigorating arcade quest."
Reverse Rush,GamePix,arcade,https://play.gamepix.com/reverse-rush/,https://play.gamepix.com/reverse-rush/embed?sid=U274U,"Reverse Rush delivers heart-pounding action in a retro arcade setting where quick reflexes are key. Navigate through dynamic traffic, dodge oncoming cars, and chase high scores in this addictively fast-paced driving challenge. Can you master the art of near-miss thrills and become the ultimate leaderboard champion?"
Penguin Ice Breaker,GamePix,adventure,https://play.gamepix.com/penguin-ice-breaker/,https://play.gamepix.com/penguin-ice-breaker/embed?sid=U274U,"Bounce into strategic chaos with Penguin Ice Breaker! Master the art of precision as you guide a lovable penguin. Crush numbered icebergs by skillfully planning each leap. With climbing difficulty and hours of riveting gameplay, prepare for an adventure that continues to challenge and delight."
Alien Space Invasion,GamePix,arcade,https://play.gamepix.com/alien-space-invasion/,https://play.gamepix.com/alien-space-invasion/embed?sid=U274U,"An interstellar threat looms as you become Earth's last hope in Alien Space Invasion. This pulse-pounding, nostalgia-infused arcade adventure challenges your reflexes and strategic prowess through escalating levels. With intuitive controls, unleash powerful attacks and seize power-ups amidst a dynamic, high-octane cosmic battleground."
Winter Car Jumps,GamePix,racing,https://play.gamepix.com/winter-car-jumps/,https://play.gamepix.com/winter-car-jumps/embed?sid=U274U,"Experience heart-pounding thrills in Winter Car Jumps as you launch vehicles off icy ramps, racing through snowy landscapes. Master the art of speed and strategy to break barriers, rack up points, and unlock powerful new cars. Skillful navigation and upgrades are your ticket to astounding jumps and victory."
Putot,GamePix,adventure,https://play.gamepix.com/putot/,https://play.gamepix.com/putot/embed?sid=U274U,Embark on an action-packed quest in Putot's 2D world. Conquer eight thrilling levels filled with hostile aliens and treacherous challenges. Perfect the art of double-jumping to uncover hidden treasures and reach the exit. Master precision controls to navigate obstacles and unlock the mysteries within.
Popsy Princess Delicious Fashion,GamePix,kids,https://play.gamepix.com/popsy-princess-delicious-fashion/,https://play.gamepix.com/popsy-princess-delicious-fashion/embed?sid=U274U,"Unleash your creativity in Popsy Princess Delicious Fashion, where you merge culinary and couture. Craft vibrant, food-inspired looks with stylish clothes, bold makeup, and trendy hairstyles. With intuitive controls and endless options, design mouth-watering fashions that delight the senses and showcase your unique flair."
Super Bouncy Egg,GamePix,puzzle,https://play.gamepix.com/santa-s-gift-hunt/,https://play.gamepix.com/santa-s-gift-hunt/embed?sid=U274U,"Embark on a thrilling adventure with Super Bouncy Egg, an arcade puzzle game where your quick reflexes guide an egg through intricate, gravity-defying challenges. Navigate wild platforms and dodge obstacles with precision and timing, keeping you captivated and delighted with every bounce and twist."
Free Color Coloring Pages,GamePix,puzzle,https://play.gamepix.com/free-color-by-number-coloring-pages-for-adults/,https://play.gamepix.com/free-color-by-number-coloring-pages-for-adults/embed?sid=U274U,"Dive into a world of creativity and relaxation with Free Color Coloring Pages. Craft intricate designs using a vast palette, from beautiful landscapes to mesmerizing patterns. Let serene music guide your artistic journey as you leisurely transform blank canvases into vibrant masterpieces, embracing the calming escape of coloring."
Gozu Adventures,GamePix,adventure,https://play.gamepix.com/gozu-adventures/,https://play.gamepix.com/gozu-adventures/embed?sid=U274U,"Embark on a thrilling quest in Gozu Adventures, guiding a courageous robot through vibrant levels teeming with flying foes and spiky traps. Master the art of double jumping to expertly dodge dangers and gather scrumptious cupcakes, all while enjoying captivating 2D landscapes."
Rescue Love,GamePix,animal,https://play.gamepix.com/rescue-love/,https://play.gamepix.com/rescue-love/embed?sid=U274U,"In Rescue Love, navigate charming puzzles to reunite adorable animals. Strategically pull pins in the correct sequence, unlocking pathways and overcoming obstacles. With escalating challenges and delightful characters, this engaging arcade puzzler offers a rewarding mix of strategy and fun as you aim to master each level's complexities."
Christmas Santa Sack,GamePix,arcade,https://play.gamepix.com/santa-christmas-sack/,https://play.gamepix.com/santa-christmas-sack/embed?sid=U274U,"Guide Santa in his sleigh through a whimsical holiday adventure. Perfect your aim to drop gifts into chimneys, dodging pesky snowflakes. Delight in vibrant Christmas visuals and an engaging festive soundtrack as you hone your precision skills in this captivating and cheerful journey."
Karen Game,GamePix,arcade,https://play.gamepix.com/karen-game/,https://play.gamepix.com/karen-game/embed?sid=U274U,"Dive into Karen Game, where arcade excitement meets digital art mastery. Explore the captivating universe, tackling challenges to achieve score milestones for real-world artistic rewards. Embrace the competitive spirit through leaderboards and join a vibrant community on Discord to celebrate your triumphs together."
Safe Joe,GamePix,arcade,https://play.gamepix.com/safe-joe/,https://play.gamepix.com/safe-joe/embed?sid=U274U,"Guide loveable Joe through waves of danger in Safe Joe, a fast-paced action game bursting with strategic charm. Defend with precision, earn points, and unlock powerful upgrades. Embrace simple controls and tackle challenges while safeguarding Joe's journey. Every choice influences survival—dare to strategize and protect!"
TieFighter,GamePix,monster,https://play.gamepix.com/tiefighter/,https://play.gamepix.com/tiefighter/embed?sid=U274U,"TieFighter catapults you into non-stop arcade action as you conquer monstrous waves with your trusty ties. Upgrade your hero through a dynamic shop while mastering simple controls. Experience the thrill of strategy and reflex as you dodge, aim, and customize your way to victory."
Hero Can't Fly,GamePix,arcade,https://play.gamepix.com/hero-can-t-fly/,https://play.gamepix.com/hero-can-t-fly/embed?sid=U274U,"In Hero Can't Fly, navigate a vibrant, pixel-art world as a grounded hero using deft jumps and quick reflexes. The pace accelerates, making obstacle evasion a thrilling challenge. Simple controls and addictive gameplay pull you into a nostalgic, arcade adventure where timing is everything."
Ink Drop,GamePix,arcade,https://play.gamepix.com/ink-drop/,https://play.gamepix.com/ink-drop/embed?sid=U274U,"Immerse yourself in Ink Drop, a sleek game blending calligraphy with exciting challenges. Tap to release ink droplets, artfully dodging obstacles as you fill your jar. With precision timing key, enjoy strategic gameplay and seize second chances through ads, ensuring endless engagement and fun."
Cat-A-Gory,GamePix,animal,https://play.gamepix.com/cat-a-gory/,https://play.gamepix.com/cat-a-gory/embed?sid=U274U,"Cat-A-Gory challenges your word prowess while balancing thrills and strategy. Solve word puzzles to save your bomb-wielding feline friends. Each wrong move spells explosive consequences, but success revives two! Engage in this high-stakes journey where every letter matters, testing your wits and decision-making skills to the limit."
Aloo 3,GamePix,monster,https://play.gamepix.com/aloo-3/,https://play.gamepix.com/aloo-3/embed?sid=U274U,"Embark on Aloo's daring quest in Aloo 3, navigating through eight thrilling levels. Gather energy drinks and outmaneuver blades and monsters. Master the intuitive double jump for agility and strategic moves, facing increasing challenges. Timing and quick reflexes are your keys to survival in this immersive platformer adventure."
Kim Cat,GamePix,animal,https://play.gamepix.com/kim-cat/,https://play.gamepix.com/kim-cat/embed?sid=U274U,"Leap into the exciting world of Kim Cat, a 2D platformer where your feline agility is key. Dash through eight challenging levels, devour cookies, and dodge crafty traps. Master double jumps to outmaneuver foes and reach victory amidst ever-increasing peril. Adventure and snacks await!"
Sky Warrior Alien Attack,GamePix,monster,https://play.gamepix.com/sky-warrior-alien-attack/,https://play.gamepix.com/sky-warrior-alien-attack/embed?sid=U274U,"Embark on a thrilling aerial adventure in Sky Warrior Alien Attack. Battle relentless alien invaders, soaring through vivid landscapes. Collect power-ups for explosive combat boosts and rescue civilians to multiply your score. Keep your plane fueled, and strategize bomb attacks to dominate endless waves of UFOs."
Ball and Target,GamePix,action,https://play.gamepix.com/ball-and-target/,https://play.gamepix.com/ball-and-target/embed?sid=U274U,"Conquer the shifting challenge of Ball and Target, where precision and strategy are your best allies. Launch a ball at a moving goal with power and skill. As the targets change, adapt quickly to keep your journey alive. Can you master the shifting battlefield and rack up a high score?"
Sandro's World,GamePix,arcade,https://play.gamepix.com/sandro-s-world/,https://play.gamepix.com/sandro-s-world/embed?sid=U274U,"Step into Sandro's World, a thrilling pixel arcade adventure where your skills are your lifeline. Navigate through treacherous landscapes, outsmarting deadly traps with precision jumps and swift maneuvers. With nostalgic visuals and escalating challenges, brace for countless retries in your quest to escape this perilous realm."
Dizzy Donut,GamePix,kids,https://play.gamepix.com/dizzy-donut/,https://play.gamepix.com/dizzy-donut/embed?sid=U274U,"Get whisked away by Dizzy Donut, where charming spinning donuts test your memory and reflexes. Race against time in a seamless, visually delightful challenge with three escalating difficulty levels. Keep your cool and match the donuts accurately to conquer this whirlwind of whimsical fun."
Sweet Matching,GamePix,kids,https://play.gamepix.com/play-ladybug-sweet-matching-game/,https://play.gamepix.com/play-ladybug-sweet-matching-game/embed?sid=U274U,"Unleash endless fun in Sweet Matching, where vibrant candies await your expert alignments! Match three or more sweet treats to clear the board while basking in enchanting music. Special candy combos and strategic moves lead to mesmerizing chain reactions, making each level a delightful challenge for young puzzle enthusiasts!"
Halloween Hidden Object,GamePix,adventure,https://play.gamepix.com/hallowen-hidden/,https://play.gamepix.com/hallowen-hidden/embed?sid=U274U,"Dive into the eerie world of Halloween Hidden Object, where spooky visuals and thrilling puzzles combine to challenge your keen eye. Race to uncover concealed items before time runs out, all while the lurking monster heightens the suspense. Perfect your strategy and proceed carefully for a chilling, brain-teasing adventure."
Chester Jet Pack,GamePix,arcade,https://play.gamepix.com/chester-jet-pack/,https://play.gamepix.com/chester-jet-pack/embed?sid=U274U,"Dive into Chester Jet Pack's thrilling adventure, where strategic tapping guides your jetpack through escalating challenges. Dodge obstacles, collect coins, and test your reflexes in this fast-paced game that demands sharp timing and quick decision-making, promising endless excitement and addictive gameplay."
Spatial Match,GamePix,kids,https://play.gamepix.com/spatial-match/,https://play.gamepix.com/spatial-match/embed?sid=U274U,"Spatial Match is a thrilling puzzle game that challenges your brain with a fast-paced card-matching mission. Strategically identify matching cards within 45 seconds as each level heightens the difficulty. Hone your memory and observation skills with every play, testing speed and focus in a fun and engaging way."
Sun in Space,GamePix,hyper-casual,https://play.gamepix.com/sun-in-space/,https://play.gamepix.com/sun-in-space/embed?sid=U274U,"Navigate the limitless cosmos in Sun in Space, maneuvering a vibrant square through dazzling stars. Dodge looming planets while collecting suns to ascend the leaderboard. This addictive arcade adventure combines strategic evasion with swift movements, challenging your skills in a beautifully minimalistic universe. How far can your agility take you?"
Solitaire Grande,GamePix,board,https://play.gamepix.com/solitaire-grande/,https://play.gamepix.com/solitaire-grande/embed?sid=U274U,"Solitaire Grande rejuvenates the classic card game with stunning themes and customizable decks. Unlock achievements, earn coins, and enjoy unlimited hints and undos. With simple mechanics and strategic depth, it offers an inviting challenge for both novices and pros seeking to conquer its engaging puzzles."
Ancient Stack,GamePix,casual,https://play.gamepix.com/ancient-stack/,https://play.gamepix.com/ancient-stack/embed?sid=U274U,
Worm Puzzle: Snake Apple,GamePix,puzzle,https://play.gamepix.com/worm-puzzle-snake-apple/,https://play.gamepix.com/worm-puzzle-snake-apple/embed?sid=U274U,
Put Out The Fire,GamePix,puzzle,https://play.gamepix.com/put-out-the-fires/,https://play.gamepix.com/put-out-the-fires/embed?sid=U274U,
Pawzle,GamePix,kids,https://play.gamepix.com/pawzle/,https://play.gamepix.com/pawzle/embed?sid=U274U,
Gridiron Glory,GamePix,clicker,https://play.gamepix.com/gridiron-glory/,https://play.gamepix.com/gridiron-glory/embed?sid=U274U,
Astro Kitty Rush,GamePix,cats,https://play.gamepix.com/astro-kitty-rush/,https://play.gamepix.com/astro-kitty-rush/embed?sid=U274U,
WordRush,GamePix,word,https://play.gamepix.com/wordrush/,https://play.gamepix.com/wordrush/embed?sid=U274U,
Word Tiles Connect,GamePix,word,https://play.gamepix.com/word-tiles-connect/,https://play.gamepix.com/word-tiles-connect/embed?sid=U274U,
Color Sort Puzzle 2023,GamePix,puzzle,https://play.gamepix.com/color-sort-puzzle-2023/,https://play.gamepix.com/color-sort-puzzle-2023/embed?sid=U274U,
Robot War,GamePix,strategy,https://play.gamepix.com/robot-war/,https://play.gamepix.com/robot-war/embed?sid=U274U,
Hexa Arrows Puzzle,GamePix,puzzle,https://play.gamepix.com/hexa-arrows-puzzle/,https://play.gamepix.com/hexa-arrows-puzzle/embed?sid=U274U,
Crash Crush Saga,GamePix,match-3,https://play.gamepix.com/crash-crush-saga/,https://play.gamepix.com/crash-crush-saga/embed?sid=U274U,
Batting Kings,GamePix,sports,https://play.gamepix.com/batting-kings/,https://play.gamepix.com/batting-kings/embed?sid=U274U,
HexaFill,GamePix,casual,https://play.gamepix.com/hexafill/,https://play.gamepix.com/hexafill/embed?sid=U274U,
ZeroPoint,GamePix,math,https://play.gamepix.com/zeropoint/,https://play.gamepix.com/zeropoint/embed?sid=U274U,
Grid and Bits,GamePix,match-3,https://play.gamepix.com/grid-and-bits/,https://play.gamepix.com/grid-and-bits/embed?sid=U274U,
Jewel Deluxe - Match 3 Games,GamePix,jewel,https://play.gamepix.com/jewel-deluxe-match-3-games/,https://play.gamepix.com/jewel-deluxe-match-3-games/embed?sid=U274U,
Pranker Simulator,GamePix,simulation,https://play.gamepix.com/pranker-simulator/,https://play.gamepix.com/pranker-simulator/embed?sid=U274U,
Go Monkey & Banana,GamePix,addictive,https://play.gamepix.com/go-monkey-banana/,https://play.gamepix.com/go-monkey-banana/embed?sid=U274U,
Word Connect - Master Puzzle,GamePix,word,https://play.gamepix.com/word-connect-master-puzzle/,https://play.gamepix.com/word-connect-master-puzzle/embed?sid=U274U,
Dangerous Diamonds,GamePix,arcade,https://play.gamepix.com/dangerous-diamonds/,https://play.gamepix.com/dangerous-diamonds/embed?sid=U274U,
MathMind,GamePix,math,https://play.gamepix.com/mathmind/,https://play.gamepix.com/mathmind/embed?sid=U274U,
Farm Around,GamePix,farming,https://play.gamepix.com/farm-around/,https://play.gamepix.com/farm-around/embed?sid=U274U,
Pingala,GamePix,arcade,https://play.gamepix.com/pingala/,https://play.gamepix.com/pingala/embed?sid=U274U,
Cluster Pop,GamePix,puzzle,https://play.gamepix.com/cluster-pop/,https://play.gamepix.com/cluster-pop/embed?sid=U274U,
Slide & Strike,GamePix,puzzle,https://play.gamepix.com/slide-strike/,https://play.gamepix.com/slide-strike/embed?sid=U274U,
Klondike Kings Solitaire,GamePix,solitaire,https://play.gamepix.com/klondike-kings-solitaire/,https://play.gamepix.com/klondike-kings-solitaire/embed?sid=U274U,
Tangled Hook Twister,GamePix,puzzle,https://play.gamepix.com/tangled-hook-twister/,https://play.gamepix.com/tangled-hook-twister/embed?sid=U274U,
Merge Paws,GamePix,battle,https://play.gamepix.com/merge-paws/,https://play.gamepix.com/merge-paws/embed?sid=U274U,
Traffic Tap,GamePix,car,https://play.gamepix.com/traffic-tap/,https://play.gamepix.com/traffic-tap/embed?sid=U274U,
Crime Scene Cleaner: Mobile 3D,GamePix,simulation,https://play.gamepix.com/crime-scene-cleaner-mobile-3d/,https://play.gamepix.com/crime-scene-cleaner-mobile-3d/embed?sid=U274U,
Pixel Crush,GamePix,puzzle,https://play.gamepix.com/pixel-crush/,https://play.gamepix.com/pixel-crush/embed?sid=U274U,
Crypt Run,GamePix,runner,https://play.gamepix.com/crypt-run/,https://play.gamepix.com/crypt-run/embed?sid=U274U,
Void Dash,GamePix,runner,https://play.gamepix.com/void-dash/,https://play.gamepix.com/void-dash/embed?sid=U274U,
Pixel Bouncer,GamePix,hyper-casual,https://play.gamepix.com/pixel-bouncer/,https://play.gamepix.com/pixel-bouncer/embed?sid=U274U,
K-pop. Memo,GamePix,memory,https://play.gamepix.com/k-pop-memo/,https://play.gamepix.com/k-pop-memo/embed?sid=U274U,
Cars with Guns Wasteland Showdown,GamePix,action,https://play.gamepix.com/cars-with-guns-wasteland-showdown/,https://play.gamepix.com/cars-with-guns-wasteland-showdown/embed?sid=U274U,
Mini Car Racing 2,GamePix,racing,https://play.gamepix.com/mini-car-racing-2/,https://play.gamepix.com/mini-car-racing-2/embed?sid=U274U,
PC and Laptop Tech Quiz,GamePix,addictive,https://play.gamepix.com/pc-and-laptop-tech-quiz/,https://play.gamepix.com/pc-and-laptop-tech-quiz/embed?sid=U274U,
Apocalypse Shelter,GamePix,strategy,https://play.gamepix.com/apocalypse-shelter/,https://play.gamepix.com/apocalypse-shelter/embed?sid=U274U,
Men vs Men Run Race,GamePix,runner,https://play.gamepix.com/men-vs-men-run-race/,https://play.gamepix.com/men-vs-men-run-race/embed?sid=U274U,
Hunter Snake,GamePix,snake,https://play.gamepix.com/hunter-snake/,https://play.gamepix.com/hunter-snake/embed?sid=U274U,
Color Ball Sort Puzzle Game,GamePix,puzzle,https://play.gamepix.com/color-ball-sort-puzzle/,https://play.gamepix.com/color-ball-sort-puzzle/embed?sid=U274U,
Gun Blast,GamePix,gun,https://play.gamepix.com/gun-blast/,https://play.gamepix.com/gun-blast/embed?sid=U274U,
Loop Ghost,GamePix,puzzle,https://play.gamepix.com/loop-ghost/,https://play.gamepix.com/loop-ghost/embed?sid=U274U,
Cooking Empire,GamePix,simulation,https://play.gamepix.com/cooking-empire/,https://play.gamepix.com/cooking-empire/embed?sid=U274U,
The Impossible Challenge Becoming The Ultimate Sigma,GamePix,trivia,https://play.gamepix.com/the-impossible-challenge-becoming-the-ultimate-sigma/,https://play.gamepix.com/the-impossible-challenge-becoming-the-ultimate-sigma/embed?sid=U274U,
Word Ladder,GamePix,word,https://play.gamepix.com/word-ladder/,https://play.gamepix.com/word-ladder/embed?sid=U274U,
Jal Sangram - Underwater Survival,GamePix,casual,https://play.gamepix.com/jal-sangram-underwater-survival/,https://play.gamepix.com/jal-sangram-underwater-survival/embed?sid=U274U,
Grid Runner,GamePix,puzzle,https://play.gamepix.com/grid-runner/,https://play.gamepix.com/grid-runner/embed?sid=U274U,
Blade of Silence,GamePix,ninja,https://play.gamepix.com/blade-of-silence/,https://play.gamepix.com/blade-of-silence/embed?sid=U274U,
Cyber Tunnel Run,GamePix,runner,https://play.gamepix.com/cyber-tunnel-run/,https://play.gamepix.com/cyber-tunnel-run/embed?sid=U274U,
Void Devourer,GamePix,battle,https://play.gamepix.com/void-devourer/,https://play.gamepix.com/void-devourer/embed?sid=U274U,
Solitaire King Deluxe,GamePix,solitaire,https://play.gamepix.com/solitaire-king-deluxe/,https://play.gamepix.com/solitaire-king-deluxe/embed?sid=U274U,
Neon Maze Protocol,GamePix,puzzle,https://play.gamepix.com/neon-maze-protocol/,https://play.gamepix.com/neon-maze-protocol/embed?sid=U274U,
Noobs Combo,GamePix,action,https://play.gamepix.com/noobs-combo/,https://play.gamepix.com/noobs-combo/embed?sid=U274U,
Crowd War Run,GamePix,casual,https://play.gamepix.com/crowd-war-run/,https://play.gamepix.com/crowd-war-run/embed?sid=U274U,
Car Parking,GamePix,parking,https://play.gamepix.com/car-parking/,https://play.gamepix.com/car-parking/embed?sid=U274U,
Obby World Squid Escape,GamePix,action,https://play.gamepix.com/obby-world-squid-escape/,https://play.gamepix.com/obby-world-squid-escape/embed?sid=U274U,
Star Blaster,GamePix,arcade,https://play.gamepix.com/star-blaster-x/,https://play.gamepix.com/star-blaster-x/embed?sid=U274U,
Robot Astro Party,GamePix,adventure,https://play.gamepix.com/robot-astro-party/,https://play.gamepix.com/robot-astro-party/embed?sid=U274U,
Bistro Dash,GamePix,hyper-casual,https://play.gamepix.com/bistro-dash-mega-catch/,https://play.gamepix.com/bistro-dash-mega-catch/embed?sid=U274U,
Dot Dash,GamePix,hyper-casual,https://play.gamepix.com/dot-dash/,https://play.gamepix.com/dot-dash/embed?sid=U274U,
Stickman Combat Clash,GamePix,stickman,https://play.gamepix.com/stickman-combat-clash/,https://play.gamepix.com/stickman-combat-clash/embed?sid=U274U,
Toy Factory,GamePix,casual,https://play.gamepix.com/toy-factory/,https://play.gamepix.com/toy-factory/embed?sid=U274U,
Chroma Tower,GamePix,tetris,https://play.gamepix.com/chroma-tower/,https://play.gamepix.com/chroma-tower/embed?sid=U274U,
Wyrm Saga,GamePix,snake,https://play.gamepix.com/wyrm-saga/,https://play.gamepix.com/wyrm-saga/embed?sid=U274U,
Rock Paper Scissors Master,GamePix,hyper-casual,https://play.gamepix.com/rock-paper-scissors-master/,https://play.gamepix.com/rock-paper-scissors-master/embed?sid=U274U,
Pop & Match,GamePix,match-3,https://play.gamepix.com/pop-match/,https://play.gamepix.com/pop-match/embed?sid=U274U,
Mining Clicker,GamePix,clicker,https://play.gamepix.com/mining-clicker/,https://play.gamepix.com/mining-clicker/embed?sid=U274U,
Word Chain,GamePix,word,https://play.gamepix.com/word-chain/,https://play.gamepix.com/word-chain/embed?sid=U274U,
Mindrift,GamePix,brain,https://play.gamepix.com/mindrift/,https://play.gamepix.com/mindrift/embed?sid=U274U,
The World of Loreyne,GamePix,runner,https://play.gamepix.com/the-world-of-loreyne/,https://play.gamepix.com/the-world-of-loreyne/embed?sid=U274U,
Emoji Desk,GamePix,casual,https://play.gamepix.com/emoji-desk/,https://play.gamepix.com/emoji-desk/embed?sid=U274U,
Box Roller,GamePix,puzzle,https://play.gamepix.com/box-roller/,https://play.gamepix.com/box-roller/embed?sid=U274U,
Rainbow Friends. Survival,GamePix,adventure,https://play.gamepix.com/rainbowfriendssurvival/,https://play.gamepix.com/rainbowfriendssurvival/embed?sid=U274U,
Sid & Ginny Y2K Glam Clash,GamePix,fashion,https://play.gamepix.com/sid-ginny-y2k-glam-clash/,https://play.gamepix.com/sid-ginny-y2k-glam-clash/embed?sid=U274U,
Fun Tic Tac Toe,GamePix,board,https://play.gamepix.com/fun-tic-tac-toe/,https://play.gamepix.com/fun-tic-tac-toe/embed?sid=U274U,
UniPairs,GamePix,memory,https://play.gamepix.com/unipairs/,https://play.gamepix.com/unipairs/embed?sid=U274U,
Madness Online,GamePix,shooter,https://play.gamepix.com/madness-online/,https://play.gamepix.com/madness-online/embed?sid=U274U,
Restaurant Tycoon,GamePix,idle,https://play.gamepix.com/restaurant-tycoon/,https://play.gamepix.com/restaurant-tycoon/embed?sid=U274U,
Ghrrrr!,GamePix,casual,https://play.gamepix.com/ghrrrr/,https://play.gamepix.com/ghrrrr/embed?sid=U274U,
MathQuest,GamePix,math,https://play.gamepix.com/mathquest-brain-training-math-puzzle-game/,https://play.gamepix.com/mathquest-brain-training-math-puzzle-game/embed?sid=U274U,
Neon Blaster,GamePix,arcade,https://play.gamepix.com/neon-blasters/,https://play.gamepix.com/neon-blasters/embed?sid=U274U,
The End of the Tunnel,GamePix,board,https://play.gamepix.com/the-end-of-the-tunnel/,https://play.gamepix.com/the-end-of-the-tunnel/embed?sid=U274U,
Soldiers - Capture and Control!,GamePix,action,https://play.gamepix.com/soldiers-capture-and-control/,https://play.gamepix.com/soldiers-capture-and-control/embed?sid=U274U,
Pubg Hack,GamePix,adventure,https://play.gamepix.com/pubg-hack/,https://play.gamepix.com/pubg-hack/embed?sid=U274U,
The Jurassic Run,GamePix,dinosaur,https://play.gamepix.com/the-jurassic-run/,https://play.gamepix.com/the-jurassic-run/embed?sid=U274U,
Skiing Downhill,GamePix,casual,https://play.gamepix.com/skiing-downhill/,https://play.gamepix.com/skiing-downhill/embed?sid=U274U,
Stellar Dash,GamePix,casual,https://play.gamepix.com/stellar-dash/,https://play.gamepix.com/stellar-dash/embed?sid=U274U,
Sunset Katana,GamePix,ninja,https://play.gamepix.com/sunset-katana/,https://play.gamepix.com/sunset-katana/embed?sid=U274U,
The Soccer,GamePix,soccer,https://play.gamepix.com/the-soccer/,https://play.gamepix.com/the-soccer/embed?sid=U274U,
Spectral Seek,GamePix,hidden-object,https://play.gamepix.com/spectral-seek/,https://play.gamepix.com/spectral-seek/embed?sid=U274U,
Tango The Balance Grid,GamePix,puzzle,https://play.gamepix.com/tango-the-balance-grid/,https://play.gamepix.com/tango-the-balance-grid/embed?sid=U274U,
Sport Memory,GamePix,memory,https://play.gamepix.com/sport-memory/,https://play.gamepix.com/sport-memory/embed?sid=U274U,
Cosmic Pixel Clicker,GamePix,clicker,https://play.gamepix.com/cosmic-pixel-clicker/,https://play.gamepix.com/cosmic-pixel-clicker/embed?sid=U274U,
Block Master Polygonal Puzzle,GamePix,puzzle,https://play.gamepix.com/block-master-polygonal-puzzle/,https://play.gamepix.com/block-master-polygonal-puzzle/embed?sid=U274U,
Alien Invasion,GamePix,arcade,https://play.gamepix.com/alien-invasion/,https://play.gamepix.com/alien-invasion/embed?sid=U274U,
Path Wardens - Defense Game,GamePix,battle,https://play.gamepix.com/path-wardens-defense-game/,https://play.gamepix.com/path-wardens-defense-game/embed?sid=U274U,
Marbleous!,GamePix,ball,https://play.gamepix.com/marbleous/,https://play.gamepix.com/marbleous/embed?sid=U274U,
Gravity Flip,GamePix,casual,https://play.gamepix.com/gravity-flip/,https://play.gamepix.com/gravity-flip/embed?sid=U274U,
LilCowboy Treasure Hunt,GamePix,block,https://play.gamepix.com/lilcowboy-treasure-hunt/,https://play.gamepix.com/lilcowboy-treasure-hunt/embed?sid=U274U,
